utt_id,audio,text,duration_s
02-21844-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21844-01.mp3,शौच मई मजेदार था यार के लिए भी बच्चा के रखती अभी तक भूली नही,10.841
01-10120-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10120-02.mp3,वहीं इस संबन्ध में संयुक्त प्रखंड में प्राथमिक विद्यालय के समन्वयक अनिल कुमार केसरी ने बताया की प्रत्येक साल की भाँती इस साल भी संकुल के करीब बयालीस छात्र छात्राओं के द्वारा स्पोर्ट न्यूज़ में शामिल हुए,11.664
02-21549-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21549-01.mp3,फिर तेईस तारिक दो हज़ार सत्रह को ही अतिरिक्त स्वास्थ्य केंद्र को ही गोनामा पंचायत के सभी गाँव वा क्वारी गाँव के सभी गाँव चौबीस तीन दो हज़ार सत्रह को ही,11.568
01-09261-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09261-01.mp3,और रूट दो रन बना कर खेल रहे है,5.251
13-00237-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/13-00237-03.mp3,आपको पता तो है न की बरसात के दिनों में दूषित पानी पीने ऐसी हम इंसान ही नहीं बल्कि मवेशिया भी बिमारियों के चपेट में आ सकते हैं तो दोस्तों जैसा की आप समझ ही गए हैं की इस बार भी जनता की रिपोर्ट कार्यक्रम में चर्चा का विषय है बारिश ऐसी जुडी,17.688
02-19066-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-19066-01.mp3,प्रखण्ड के रतनपुर पंचायत प्रखण्ड पंचायत गंगरा पंचायत सेवा खुलवा मोहरा पूर्वी घुघुर्दी एवम कुधिर पंचायत तो मैं बी डी ओ ने ग्राम सभा का अस्थल का निरिक्षण किए इस आयोजित सभा मैं अपने अपने पंचायत के मुखिया पंचायत सचिव ग्राम सभा के माध्यम से गाँव को सशक्त बनाने का संकल्प लिए गए,23.458
01-02552-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02552-01.mp3,हम सबका मान हो हर साती मान को हर साती ईश्वर जंगल की रक्षक श्री जवान या हो बच्चा हम सब मिलकर जंगल लगाओ अपना,11.808
01-04009-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04009-03.mp3,बातों की जानकारी दी गये धन्यवाद,4.392
02-16795-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-16795-01.mp3,धन्यवाद श्रोताओं मैं ऋतू झारखण्ड मोबाइल वाणी पानियों के बीच शनिवार को मुंबई में हुई,9.012
02-18842-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-18842-01.mp3,नमस्कार मई भीमराज गिधौर मोबाइल वाणी ऐसी,3.96
01-04567-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04567-01.mp3,इससे क्या बेकारी कम हो जाएगी ऐसी स्थिति में गुणवत्ता पूर्ण शिक्षा की संरचना कैसे की जाती सकती है शिक्षक हमेशा मानसिक तनाव में रहते है,11.952
01-11489-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11489-01.mp3,पुल की ऊँचाई कम होने के कारण हर साल परेशानी उठने नई सड़क वा पुलिया का बनना जारी मगर दोनो नाले खाली खस्ता हाल ही है,9.822
01-07434-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07434-03.mp3,साथ ही लक्षमण राम ने कहा है कि गिरिडीह व बोकारो ज़िला में पंचायत प्रतिनिधियों व प्रशासनिक अधिकारियों की मिलीभगत से शौचालय निर्माण कराने के नाम पर करोड़ों रूपए की बंदरबांट की गई है वहीं,15.048
01-00092-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-00092-03.mp3,नमस्कार मुंगेर की आवाज़ में आपका स्वागत हैं में नितिन कुमार जिला मुंगेर ऐसी अधिक दूध की लालच में नई तरह सुई का प्रयोग,7.776
02-15559-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-15559-01.mp3,काशीपुर अमृतसर जमुई इंडोर कोलकाता बोधगया बैंगलोर लखनऊ कोजिकोट नागपुर रायपुर रोहतक रांची संभलपुर शिलोंग सिर्मोर,12.6
01-11583-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11583-03.mp3,हस्तान्तरण करने का निर्देश बी डी ओ विजय कुमार हिमांशु को दिया धन्यवाद,5.04
02-17216-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-17216-01.mp3,है लगातार पुलिस कर्मी कम करेंगे जानकारी के मुताबिक एक शिफ्ट मई लगभग सत्तर पुलिस वाले कम करेंगे आवर आने वाले दिनों मई इसकी संख्या बढ़ाये जा सकती,12.016
01-07111-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07111-02.mp3,शिविर का आयोजन किया और समारोह को सम्बोधित करते हुए अपनी मानसिक साधना में किसानों ऐसी महिंद्रा के युवा अवाम नए तकनिक के बारे में विस्तार ऐसी बताया,10.08
01-08471-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08471-01.mp3,मुख्यालय समेत शहरों में खुले खुले इन कॉल सेंटरों सेन्टरों में अमला बढ़ाने के वजाय बिजली कंपनी इनको बंद करने छह रही है इनकी जगह गारी टी पार्क में सोलह करोड़ ऐसी,11.311
01-07364-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07364-02.mp3,नमस्कार मित्रो मैं उत्तर प्रदेश जिला आजमगढ़ और मैं,11.16
01-10007-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10007-02.mp3,आज जा रही हैं रैंकिंग मैं पायदान ऊपर पांचवे स्थान आरोप स्थान का सुधार कर नौबे पायदान आरोप,7.105
02-18044-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-18044-01.mp3,हो गया लेकिन वे लगभग इसी तरह के परिणाम के साथ आये अब विश्व कप खत्म हो गया हैं और हम देख सकते हैं कि वे सभी मॉडल विश्वकप के परिणामों की भविष्य वाणी करने,12.042
01-09376-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09376-01.mp3,इन्फ्लुएंजा वायरस ऐसी मुकाबला करने की भावना पायी गयी है इस पेप्टाइड में में दो या ज्यादा एमिनो एमिनो एसिड एक कारी ऐसी जुड़े होते है,10.057
01-11358-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11358-02.mp3,हैं वो हैं मध्य प्रदेश का दूसरा सबसे बढ़ा तालाब बना दिया झील में लग बाग छह फीट पानी आ चूका हैं दस हजार करोड़ रूपया के,10.005
02-12666-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12666-01.mp3,अपने रोजगार को बढ़ाने की कोशिश करते हैं वैसे ही एक किसान होने के नाते क्या आपने कभी कुछ अलग फसल की खेती करने की सोची हैं,11.154
01-06682-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06682-02.mp3,में मजदूर दिवस आरोप मजदूरों ने उठायी आवाज प्रखंड जिले में मजदूर दिवस मनाया गया,12.096
01-06021-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06021-01.mp3,न प्राथमिकता प्राथमिकता विद्यालय तथा मध्य विद्यालय में प्रधानाध्यापको को तीन मिलीभगत कर फर्जी नामांकरण आरोप,6.696
01-11319-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11319-01.mp3,सरकार द्वारा भरे जायेंगे कैबिनेट ने मंगलवार को विद्युत् नामक आयोग द्वारा मौजूदा बीते वर्ष के लिए लागू बिजली दरों में उपभोक्ताओं को सब्सिडी,11.651
01-02476-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02476-01.mp3,केला का पौधा जरूरी है क्यूँकी केला एक ऐसा पौधा है जो बहुत ज्यादा पानी और पोटाश को ज़मीन से लेता है,10.8
01-08115-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-08115-02.mp3,तर आरोप छब्बीस जुलाई को एम सी ओ के लिंक सक्रिय करे गा और उमीदवार परीक्षा ऐसी चार दिन पहले भारती बोर्ड की वेबसाइट ऐसी इ कॉल लेटर डाउनलोड कर सकेंगे,10.005
01-02138-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02138-03.mp3,गड़बड़ियाँ यहाँ आरोप हैं अठारह छात्र छात्राओं में उह्ह अड़तालीस ही मौजूद शिक्षकों के अनुसार लेकिन उह्ह उतना अंतर,11.808
01-03081-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03081-02.mp3,दोस्तों नमस्कार मेरा नाम बिरेन गोस्वा आ में यहाँ के गाँव में हूँ फिलहाल में आया हूँ,11.952
01-00755-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-00755-03.mp3,जानता को या रसीद प्राप्त नहीं है हो पाया हैं उन प्रकार के और माध्यम ऐसी जो काफी,11.592
01-07434-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07434-01.mp3,अधूरा शौचालय का निर्माण कर के पूरी राशी हरप कर ली गये है,7.848
01-02721-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02721-03.mp3,उसमे ऐसी एक यात्री को चोट आये और वो घायल है यह भवन भूत दिनों ऐसी पुराना था और इसकी मरम्मत नी की जा रही थी जिसके कारण वो भवन धस गया और एक यात्री घायल हो गया,12.168
01-09792-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09792-01.mp3,क्षेत्र में सडको वगैरह नेटवर्क तैयार करेगा यहाँ बारह तीस और पैतालीस होगी स्मार्ट सिटी कंपनी सडको के निर्माण में अड़तालीस करोड़ छप्पन लाख रूपए,11.05
01-02240-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02240-02.mp3,मधुबनी जिला के प्राथमिक स्वास्थ्य में जनता को ऐसे ऐसे कोई असुविधा नहीं हो रहा लेकिन,9.36
01-07427-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07427-01.mp3,इससे भजन की बहुत है प्रसंशा करूँ गा की है वो जो कर्मो ऐसी अच्छा हो वही इंसान होता है बात सही है की कर्मो ऐसी ही सभी की पहचान होती है कर्मो ऐसी बड़ा कुछ नहीं,11.304
01-10001-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10001-03.mp3,के कई सौगात का एलान किया की हस्त करघा उत्पादों आरोप बिहार को राज्य सरकार खादी आरोप फिलहाल सरकार बीस प्रतिशत इस के अलावा प्रधान मंत्री जीवन ज्योति,11.024
02-21554-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21554-01.mp3,गन्दगी को लाकर भी दिक्कत है और साथ साथ ये सामाजिक प्रतिष्ठा को बनाये रखने के लिए शौचालय निर्माण बहुत अहम चीज़ है सिर ये बताये की शौचालय निर्माण,11.598
01-04762-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04762-02.mp3,सभी इलाके को मुक्त कराया सरकार के शहीदों के सम्मान मैं कार्यक्रम मैं,11.664
01-06163-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06163-03.mp3,जो स्टीरियो एमएलए है वो मंथली तक वो को गुजरना पड़ता है एयर कई बार आ चुकी,6.984
02-16031-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-16031-01.mp3,पंजीयन के बाद छात्र नामांकन के लिए कॉलेज जो मैं नामांकन कर सकते हैं ऐसे संस्थानों मैं नामांकन के लिए क्षेत्र की सूची अट्ठाईस सितम्बर को प्रकाशित की जाए गी धन्यवाद,10.762
01-03715-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03715-02.mp3,खराब पड़ी हुए है जिसके कारण यहाँ के भक्त दलों को बहुत ज्यादा परेशानी होती है जो यहाँ के है साहेब महतो जो यहाँ ऐसी है आपका नाम,11.376
01-09937-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09937-01.mp3,गाँव के लोग मौखिक और लिखित रूपए ऐसी एन टी पि सि को अवगत करा चुके है स्थानीय लोगो का आरोप है की इस मामले में कोई ठोस कदम अब तक रिकॉर्ड बताते है की,10.005
02-17340-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-17340-01.mp3,पर्यटकों के लिए इस बार बाल्मीकि टेगोर रिज़र्व पंद्रह अक्टूबर ऐसी खुल जायेगा पर्यटकों की सुविधा के लिए मीडिया प्रशासन इस बार खास तैयारी कर रहा है,9.036
01-06968-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06968-01.mp3,पर मेला लगाया गया जहाँ बिहार सरकार के द्वारा और बिहार सरकार की कोई भी योजना धरातल पर सही सलामत नहीं सदर रही है,8.424
01-01705-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-01705-03.mp3,माँ गंगा के समान,6.696
01-11478-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11478-03.mp3,वितरण के मौके पर ग्राम संगठन की खरीदारी समिति सदस्य अनाज की मांग वाली विवरण है जिसमें की उपस्थित रोमा देवी कोयली देवी,10.292
01-09159-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09159-01.mp3,और इसके साथ अपनी लगातार कुपोषित समस्या को भी भारत हरा रहा है यदि देश चावल की फसल आरोप भान न देकर ऐसे फसल उपजाए यह जानकारी तैंतालीस वर्ष अनाजों में कम,11.546
01-10187-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10187-02.mp3,और पुलिस महानिदेशक की अहम् बैठक किए बैठक में पीएम ने छात्र इस तरह के निरिक्षण हर महीने होंगे इ पी जी एफ ओ हो सकता है पी जी एफ के सभी,11.729
01-05928-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05928-03.mp3,शिशु मृत्यु दर्ज को करने अवाम बेटी बच्चों के प्रति लोगो को जागरूक करने के उद्देश्य ऐसी रविवार को सदर अस्पताल ऐसी बेटी लाए थे,9.288
01-04043-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04043-01.mp3,मैं विजय नगर से सुरेश शर्मा,2.664
01-11176-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11176-01.mp3,बारिश के कारण वैसे ही ज्यादातर सड़कें उखड़ चुकी हैं कई जगह गड्ढे हो गए हैं बारिश होते ही पानी भर जाता है इससे दोपहिया वाहन चालक गिर जाते,10.945
02-13178-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-13178-01.mp3,आपको आप लोगो को इस के लिए बंदिथ किया गया आप लोगों तो चालक हैं जो की पेट्रोल डीजल का महगांई बड़ा दिया गया और आप लोग समर्थन में सरकार के,9.288
01-10737-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10737-03.mp3,अमृत बनकर बरसा इंदौर में बुधवार शाम से शुरू हुआ बारिश का दौर गुरुवार सुबह तक जारी रहा,7.393
02-14393-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-14393-01.mp3,की अरेरा पहाड़ी आरोप करीब तीन किले भवन का भूमि पूजन की तब ऐसी लेकर अब तक तक भवन की डिजाईन ही बन पाहि हैं यहाँ ज्वाइन सेक्रेटरी के तर के आधी कर,10.58
02-19404-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-19404-01.mp3,अरे ललन भाई कहां जी अगर पैसा ही जमा कर लिए होते तो तुम्हारे पास थोड़े ही आते सुबह सुबह,6.818
01-06586-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-06586-03.mp3,में है दुकानदारों अपने अपने दुकानें की समान लोड कर का लोड मैं रोड ऐसी करना जाम की खबर है जिससे आने वाले लोगों को,11.016
02-12780-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-12780-02.mp3,नमस्कार में भीम राज गिद्धौर मोबाइल वाणी से गिद्धौर प्रखंड के मुख्यालय स्थित,6.792
01-11024-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11024-03.mp3,जिलों से मौसम विभाग ने वापस लिया रेड अलर्ट केरल में बारिश और बाढ़ का कहर जारी है राष्ट्रीय आपदा मोचन बल ने राज्य में अभी तक का सबसे,11.076
02-20393-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-20393-01.mp3,इसकी जानकारी देते हुए सीनियर इंजिनियर सितमणि प्रकाशचंद्र ने बताया की बुधवार को अतिक्रमण हटाने की निर्धारित हैं सोलह तक जमा करे सर्वे रिपोर्ट,10.188
01-07316-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07316-01.mp3,में राजू राय धनबाद मोबाइल मीडिया झारखण्ड ऐसी बड़ो का सम्मान जहाँ संस्कृति का उत्थान वहाँ आज के युवा बिल्कुल भटक गए है बड़ो के सम्मान करना भूल गए है,11.016
02-16961-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-16961-01.mp3,गैस धुआं और कारखाने से निकालने वाले तेज ध्वनी जो लोगो को कई तरह के बीमारियों से ग्रसित कर रहा है क्या आपके क्षेत्र में भी,10.266
01-10072-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-10072-02.mp3,गिधौर प्रखंड के अंतर्गत गिधौर जमामुख मास आरोप राजश्री इंडियन ग्रामीण विक्रत एजेंसी को निशाना बनाया गया है क्या कर कंप्यूटर ऐसी चोरी कर ली गयी है,10.728
01-03150-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03150-03.mp3,#incomplete भरते हुए एक ट्रॉली ट्रैक्टर बिना नंबर वाले को पकड़ने की कार्यवाई की इस दौरान वाहन चालक और अन्य लोग मौक़े पर फ़रार हो गये है पूरे मामलें में,11.952
02-14321-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-14321-01.mp3,शिक्षक अच्छी कॉपियां जाँचेंगे और प्रधानाध्यापक की सहमति ऐसी ही कोई संतुलन मई,6.264
01-02413-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02413-01.mp3,मिलती थी को दिन रात,11.016
02-13203-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-13203-02.mp3,खरीदारों की भीड़ लगी रहती थे मगर आज के ज़माने में लोग मिट्टी के बर्तनों की जगह प्लास्टिक और पॉलिथीन का उपयोग कर रहे हैं,10.368
01-04119-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-04119-02.mp3,दो हजार चौ में सुबह आरम्भ हुआ और आज दो हजार सोलह है नौ वर्षों ऐसी प्रमंडलीय अस्पताल,11.16
01-11053-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11053-03.mp3,इस गाँव में गर्मी हो यह बरसात रात हो यह दिन अक्सर तार जर्जर होने के परता है सरकार द्वारा हर घर में चौबीस,8.307
01-01510-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-01510-01.mp3,खेत से बैलगाड़ी से ही लाते थे आज बैलगाड़ी परन्तु बैलगाड़ी एक सस्ता साधन है और यहाँ पे भारी सामान को भी,11.304
01-03388-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-03388-02.mp3,बच्चे ऐसी बहुत सारी परेशानी या हुई इस तरह ऐसी उग्रवादी बंद का असार विप्रहार प्रदर में पूर्व तरह ऐसी व्यापम देखा गया,9.576
01-02263-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02263-03.mp3,विश्वास यह नहीं होता हैं की दवा बहुत पुराने पुराना रहता हैं और वहाँ आरोप रखा हुआ रहता हैं उसका गारंटी एक्सपायरी डेट सरकारी दवा लोग दवा दे देते हैं,10.08
01-02862-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02862-03.mp3,"नमस्कार दोस्तों धवल मीडिया के साथ में हेमंत कुमार नई तारीखों ने लगाया अपना अपना ['मुठभेड़', 'बादल'] छाया",9.792
13-00142-06,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/13-00142-06.mp3,ऐसा उपाय करने जा रही हैं जिससे छोटे व्यापरीयों को बढ़ी सुविधा मिलेगी अगर,11.337
01-11165-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-11165-01.mp3,परमेश्वर मन्माहिज़ मंदिर में श्रद्धालु पूजन सामग्री हाथों में लेकर हर हर महादेव बोल बन का जाए घोष कर रहे थे,8.647
02-21248-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/02-21248-01.mp3,वीडियोग्राफी भी होगी वीडियोग्राफी की जानकारी हर दिन दिन बोर्ड कार्यालय को भेजी जानी है टी टी इ करें में सोये हुए यात्रियों ऐसी नहीं मांगने आयेंगे टिकट टिकट अब नहीं टूटेगी नींद,11.86
01-02941-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-02941-02.mp3,होश हवास भूले बैठते है दुर्घटना के शिकार होते देखे गए है पटाखे बेचने वाली दुकानों में आग लग जाती है इससे आर्थिक नुकसान तो होता ही है कितने लोग मर जाते है या बुरी तरह से घायल हो जाते है कोई अन्धाधुन हो जाता कोई बुरी तरह से जल जाता है,14.472
01-07784-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07784-01.mp3,तैंतीस लाख करोड़ ऐसी बाढ़ कर उनचास लाख करोड़ हो जायेगा,3.744
01-09742-02,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-09742-02.mp3,नाराजगी जताते हुए लोगो ने कहा जो भी आदमी इस कांड में शामिल है उसने पाप किया है और ऐसे पापियों को बख्सा नहीं जाना चाहिए दुआ शक्ति के प्रांतीय नेता सर्जिकल सिंह मुन्ना,11.7
01-05803-03,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05803-03.mp3,रखरखाव सुरक्षित रहने के लिए आसपास गाँव भर या मोहल्ला में किसी गड्ढे या किसी,10.8
01-07675-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07675-01.mp3,की उपाय इस प्रकार अपनाये भी तो जरुर मलेरिया मुक्त समाज बनेगी मई सरकार ऐसी विनम्र करती हूँ की हमारे सरकार जो मलेरिया के विषय मई,11.664
01-07446-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-07446-01.mp3,इस बात की है की सरकार ये जो कदम उठा रही है हजार बार सोचे किसान जान के लिए रखो जान को मुसीबत यहीं कदम है,11.016
01-05933-01,/kaggle/working/CallWhisper-8k/datasets/GV_Train_100h/Audio/01-05933-01.mp3,हाल के दिनों में चुनाव आयोग की एक रिपोर्ट में बताया गया था की,4.824
