utterance_id,audio_path,sample_rate_hz,source_rate_group,gender,accent,district,state,other
01-00862-02,Audio/01-00862-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-00877-03,Audio/01-00877-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-00878-01,Audio/01-00878-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00899-01,Audio/01-00899-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-00903-03,Audio/01-00903-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-00906-02,Audio/01-00906-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-00915-02,Audio/01-00915-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00917-01,Audio/01-00917-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00925-03,Audio/01-00925-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00930-02,Audio/01-00930-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00930-03,Audio/01-00930-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00935-01,Audio/01-00935-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00938-03,Audio/01-00938-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00944-03,Audio/01-00944-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00965-02,Audio/01-00965-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00970-03,Audio/01-00970-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-00975-02,Audio/01-00975-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-00976-02,Audio/01-00976-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-00995-03,Audio/01-00995-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01004-01,Audio/01-01004-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01036-02,Audio/01-01036-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-01041-03,Audio/01-01041-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,"audio_jump,inaudible"
01-01068-01,Audio/01-01068-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01070-03,Audio/01-01070-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-01072-03,Audio/01-01072-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01074-01,Audio/01-01074-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-01075-02,Audio/01-01075-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01075-03,Audio/01-01075-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01215-03,Audio/01-01215-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01219-03,Audio/01-01219-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01223-01,Audio/01-01223-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-01232-03,Audio/01-01232-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01236-01,Audio/01-01236-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01245-01,Audio/01-01245-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-01252-01,Audio/01-01252-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01255-02,Audio/01-01255-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01258-01,Audio/01-01258-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01281-02,Audio/01-01281-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01282-01,Audio/01-01282-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01287-01,Audio/01-01287-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01290-02,Audio/01-01290-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01325-01,Audio/01-01325-01.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01328-02,Audio/01-01328-02.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01352-03,Audio/01-01352-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01354-01,Audio/01-01354-01.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01356-01,Audio/01-01356-01.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01381-03,Audio/01-01381-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01383-02,Audio/01-01383-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01393-01,Audio/01-01393-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01400-02,Audio/01-01400-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01404-01,Audio/01-01404-01.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01409-03,Audio/01-01409-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01422-03,Audio/01-01422-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01425-01,Audio/01-01425-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01460-02,Audio/01-01460-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01504-03,Audio/01-01504-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01508-03,Audio/01-01508-03.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01519-03,Audio/01-01519-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01535-02,Audio/01-01535-02.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-01538-02,Audio/01-01538-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-01541-01,Audio/01-01541-01.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01547-02,Audio/01-01547-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01562-02,Audio/01-01562-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-01570-01,Audio/01-01570-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01573-02,Audio/01-01573-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01588-01,Audio/01-01588-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01588-02,Audio/01-01588-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01589-01,Audio/01-01589-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01598-02,Audio/01-01598-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01607-01,Audio/01-01607-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01609-01,Audio/01-01609-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01611-01,Audio/01-01611-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01621-01,Audio/01-01621-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01651-03,Audio/01-01651-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01653-01,Audio/01-01653-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-01653-02,Audio/01-01653-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-01662-03,Audio/01-01662-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01704-03,Audio/01-01704-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01711-03,Audio/01-01711-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-01714-03,Audio/01-01714-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01715-01,Audio/01-01715-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01719-03,Audio/01-01719-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01730-02,Audio/01-01730-02.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,inaudible
01-01730-03,Audio/01-01730-03.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,inaudible
01-01737-02,Audio/01-01737-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01756-01,Audio/01-01756-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01758-03,Audio/01-01758-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-01769-01,Audio/01-01769-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01775-01,Audio/01-01775-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01775-03,Audio/01-01775-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-01784-02,Audio/01-01784-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01786-02,Audio/01-01786-02.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01806-01,Audio/01-01806-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01821-01,Audio/01-01821-01.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,inaudible
01-01829-01,Audio/01-01829-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01830-02,Audio/01-01830-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-01879-02,Audio/01-01879-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01890-02,Audio/01-01890-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01891-03,Audio/01-01891-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-01892-02,Audio/01-01892-02.mp3,8000,native_8khz,Female,Bihari,unknown,Bihar,unknown
01-01895-02,Audio/01-01895-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-01911-01,Audio/01-01911-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01922-01,Audio/01-01922-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-01924-03,Audio/01-01924-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01925-01,Audio/01-01925-01.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-01937-03,Audio/01-01937-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01947-02,Audio/01-01947-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01972-03,Audio/01-01972-03.mp3,8000,native_8khz,Male,unknown,Dhanbad,Jharkhand,unknown
01-01989-01,Audio/01-01989-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-01991-02,Audio/01-01991-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-01994-02,Audio/01-01994-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-01995-01,Audio/01-01995-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02003-03,Audio/01-02003-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02009-03,Audio/01-02009-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02011-03,Audio/01-02011-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02013-01,Audio/01-02013-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02033-03,Audio/01-02033-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02035-01,Audio/01-02035-01.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-02072-01,Audio/01-02072-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02074-02,Audio/01-02074-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-02087-02,Audio/01-02087-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02089-02,Audio/01-02089-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02108-02,Audio/01-02108-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02111-02,Audio/01-02111-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02114-03,Audio/01-02114-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02122-01,Audio/01-02122-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02135-02,Audio/01-02135-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02150-02,Audio/01-02150-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02185-03,Audio/01-02185-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02191-03,Audio/01-02191-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02194-02,Audio/01-02194-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02244-02,Audio/01-02244-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02251-01,Audio/01-02251-01.mp3,8000,native_8khz,Female,unknown,unknown,unknown,audio_jump
01-02273-01,Audio/01-02273-01.mp3,8000,native_8khz,Female,unknown,unknown,unknown,unknown
01-02277-01,Audio/01-02277-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02278-02,Audio/01-02278-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02280-02,Audio/01-02280-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02305-01,Audio/01-02305-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02324-02,Audio/01-02324-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02328-02,Audio/01-02328-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02359-01,Audio/01-02359-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02394-02,Audio/01-02394-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02417-01,Audio/01-02417-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02421-01,Audio/01-02421-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02428-01,Audio/01-02428-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,"audio_jump,inaudible"
01-02437-01,Audio/01-02437-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02440-03,Audio/01-02440-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-02449-02,Audio/01-02449-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02455-03,Audio/01-02455-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02466-01,Audio/01-02466-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02468-02,Audio/01-02468-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02473-03,Audio/01-02473-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02477-02,Audio/01-02477-02.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02491-01,Audio/01-02491-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,audio_jump
01-02492-03,Audio/01-02492-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02494-03,Audio/01-02494-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02521-03,Audio/01-02521-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02526-02,Audio/01-02526-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02528-01,Audio/01-02528-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-02530-01,Audio/01-02530-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-02533-02,Audio/01-02533-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02534-03,Audio/01-02534-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02549-03,Audio/01-02549-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,"audio_jump,inaudible"
01-02569-02,Audio/01-02569-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02578-02,Audio/01-02578-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02580-03,Audio/01-02580-03.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02587-01,Audio/01-02587-01.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02590-01,Audio/01-02590-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02603-02,Audio/01-02603-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02610-01,Audio/01-02610-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02620-02,Audio/01-02620-02.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02622-03,Audio/01-02622-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02625-01,Audio/01-02625-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,inaudible
01-02627-03,Audio/01-02627-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02639-01,Audio/01-02639-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02649-01,Audio/01-02649-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02652-03,Audio/01-02652-03.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02675-02,Audio/01-02675-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,inaudible
01-02689-01,Audio/01-02689-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,unknown
01-02692-02,Audio/01-02692-02.mp3,8000,native_8khz,unknown,unknown,unknown,unknown,unknown
01-02701-01,Audio/01-02701-01.mp3,8000,native_8khz,Male,unknown,unknown,unknown,unknown
01-02701-03,Audio/01-02701-03.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
01-02703-01,Audio/01-02703-01.mp3,8000,native_8khz,Male,Bihari,unknown,Bihar,inaudible
